rainfall_mm,slope_deg,susceptibility,soil_saturation,past_incidents,risk_probability,slide_occurred
24.2,20.2,0.576,0.365,4,0.187,0
33.3,26.8,0.203,0.291,2,0.146,0
2.5,23.7,0.545,0.3,5,0.25,0
162.7,30.9,0.094,0.492,2,0.659,1
11.5,27.6,0.429,0.209,1,0.196,0
16.3,18.7,0.388,0.111,1,0.042,0
16.3,55.2,0.204,0.256,2,0.592,1
11.8,47.5,0.102,0.249,3,0.287,0
0.1,27.2,0.182,0.342,4,0.197,0
58.8,37.7,0.189,0.326,4,0.335,0
153.3,39.2,0.17,0.566,6,0.806,1
11.4,46.9,0.515,0.139,3,0.387,0
49.0,26.8,0.055,0.308,1,0.092,0
60.9,45.9,0.639,0.262,4,0.683,1
84.9,29.5,0.174,0.357,2,0.249,0
24.7,21.6,0.462,0.222,3,0.114,0
16.2,42.2,0.525,0.16,3,0.444,0
17.7,47.9,0.625,0.196,3,0.546,1
56.1,60.0,0.53,0.251,1,0.888,1
76.4,23.0,0.238,0.298,1,0.133,0
9.0,42.0,0.21,0.257,5,0.33,0
20.9,30.9,0.521,0.213,1,0.167,0
104.5,42.8,0.571,0.422,2,0.773,1
74.0,20.3,0.372,0.206,2,0.116,0
188.6,22.4,0.157,0.624,1,0.612,1
63.2,27.2,0.374,0.34,1,0.155,0
22.5,35.8,0.456,0.171,6,0.34,0
40.2,28.6,0.151,0.411,3,0.217,0
48.7,41.6,0.461,0.08,5,0.513,1
3.7,45.3,0.266,0.221,2,0.292,0
35.4,41.0,0.253,0.29,2,0.328,0
55.6,51.2,0.418,0.323,1,0.583,1
8.2,39.2,0.619,0.183,4,0.399,0
68.3,22.8,0.539,0.353,3,0.285,0
39.4,48.6,0.502,0.311,2,0.546,1
136.9,28.9,0.901,0.411,1,0.724,1
2.0,44.1,0.629,0.178,0,0.396,0
13.9,50.7,0.424,0.168,3,0.591,1
41.4,39.6,0.308,0.159,3,0.325,0
15.8,20.0,0.569,0.244,2,0.08,0
56.4,25.8,0.506,0.236,5,0.256,0
64.0,48.2,0.133,0.18,1,0.395,0
4.9,33.3,0.305,0.118,0,0.201,0
32.5,35.8,0.128,0.162,0,0.157,0
32.0,42.6,0.158,0.307,3,0.307,0
20.7,42.0,0.243,0.211,0,0.287,0
121.6,37.8,0.304,0.544,5,0.764,1
79.1,32.9,0.273,0.281,0,0.209,0
53.8,31.9,0.257,0.345,0,0.148,0
56.4,43.6,0.429,0.509,1,0.449,0
27.9,40.5,0.391,0.244,2,0.427,0
114.2,32.4,0.682,0.485,6,0.847,1
53.4,45.8,0.524,0.33,6,0.668,1
58.8,33.7,0.448,0.173,1,0.301,0
89.0,26.5,0.61,0.405,1,0.35,0
14.4,27.4,0.183,0.208,1,0.142,0
74.0,25.2,0.52,0.302,3,0.244,0
9.8,32.3,0.251,0.102,0,0.105,0
19.1,47.3,0.644,0.25,0,0.513,1
18.4,26.9,0.454,0.115,2,0.077,0
172.8,36.9,0.241,0.724,2,0.809,1
87.4,28.4,0.703,0.363,4,0.487,0
54.4,32.4,0.524,0.179,1,0.281,0
58.4,19.9,0.329,0.245,3,0.137,0
37.2,32.8,0.839,0.214,3,0.443,0
132.3,33.1,0.731,0.652,2,0.746,1
30.9,40.4,0.375,0.151,2,0.327,0
21.5,37.2,0.058,0.191,1,0.132,0
8.0,23.0,0.317,0.126,0,0.097,0
69.4,45.8,0.532,0.352,5,0.73,1
59.7,37.1,0.29,0.247,3,0.322,0
21.8,37.0,0.178,0.11,4,0.237,0
1.1,34.9,0.429,0.137,1,0.14,0
82.2,29.8,0.261,0.318,0,0.182,0
0.5,37.2,0.547,0.104,5,0.396,0
54.7,39.8,0.075,0.235,2,0.231,0
158.2,17.5,0.682,0.614,6,0.747,1
25.9,29.6,0.587,0.185,2,0.154,0
12.1,32.5,0.1,0.087,6,0.273,0
54.9,37.6,0.188,0.241,2,0.202,0
76.5,46.9,0.332,0.333,3,0.624,1
35.6,27.3,0.668,0.126,2,0.161,0
153.6,30.0,0.255,0.638,2,0.737,1
2.4,29.9,0.377,0.225,3,0.2,0
31.6,27.0,0.557,0.338,3,0.215,0
57.0,31.5,0.428,0.314,2,0.322,0
89.3,42.7,0.331,0.191,3,0.503,1
8.9,24.5,0.188,0.294,4,0.155,0
72.4,39.3,0.525,0.25,1,0.431,0
36.2,18.0,0.706,0.172,4,0.12,0
22.7,29.4,0.521,0.216,2,0.1,0
6.4,31.7,0.354,0.275,6,0.355,0
90.2,51.7,0.493,0.445,5,0.855,1
7.7,32.3,0.348,0.24,3,0.255,0
16.7,13.0,0.529,0.164,2,0.096,0
15.4,15.0,0.459,0.16,3,0.066,0
92.3,35.3,0.445,0.393,6,0.64,1
